,날짜,관광지명,관광객수
3184,2014.03,감귤박물관,4616
3185,2014.03,기당미술관,569
3186,2014.03,마라해양도립공원,24124
3187,2014.03,박물관은살아있다,0
3188,2014.03,산방산,62544
3189,2014.03,서귀포도립해양공원,15103
3190,2014.03,서귀포자연휴양림,5297
3191,2014.03,서복전시관,3101
3192,2014.03,성산일출봉,126322
3193,2014.03,소리섬박물관,0
3194,2014.03,소인국테마파크,0
3195,2014.03,신영영화박물관,0
3196,2014.03,아프리카박물관,0
3197,2014.03,여미지식물원,0
3198,2014.03,이중섭미술관,17475
3199,2014.03,익스트림 아일랜드,0
3200,2014.03,일출랜드,44980
3201,2014.03,정방폭포,52732
3202,2014.03,제주민속촌박물관,0
3203,2014.03,제주조각공원,2586
3204,2014.03,제주추사관,6299
3205,2014.03,중문주상절리대,99761
3206,2014.03,천제연폭포,45815
3207,2014.03,천지연폭포,105005
3208,2014.03,카멜리아힐,0
3209,2014.03,테디베어뮤지엄,16874
3210,2014.03,퍼시픽랜드,0
3211,2014.03,아쿠아플라넷,85675
3212,2014.03,화락원,0
3213,2014.04,(주)제주미니미니랜드,0
3214,2014.04,국립제주박물관,28353
3215,2014.04,도립미술관,6458
3216,2014.04,만장굴관광지,46539
3217,2014.04,목석원,0
3218,2014.04,민속자연사박물관,59881
3219,2014.04,비자림,48074
3220,2014.04,산굼부리,0
3221,2014.04,삼성혈,0
3222,2014.04,삼양선사유적지,3687
3223,2014.04,생각하는 정원,0
3224,2014.04,절물자연휴양림,57589
3225,2014.04,제주도립 김창열미술관,0
3226,2014.04,제주돌문화공원,12966
3227,2014.04,제주러브랜드,0
3228,2014.04,제주목관아지,12803
3229,2014.04,제주별빛누리공원,5194
3230,2014.04,제주항일기념관,10625
3231,2014.04,한라산국립공원,96976
3232,2014.04,한림공원,0
3233,2014.04,항몽 유적지,9623
3234,2014.04,해녀 박물관,9060
3235,2014.04,감귤박물관,4943
3236,2014.04,기당미술관,783
3237,2014.04,마라해양도립공원,42704
3238,2014.04,박물관은살아있다,0
3239,2014.04,산방산,83162
3240,2014.04,서귀포도립해양공원,20959
3241,2014.04,서귀포자연휴양림,10795
3242,2014.04,서복전시관,2579
3243,2014.04,성산일출봉,189050
3244,2014.04,소리섬박물관,0
3245,2014.04,소인국테마파크,0
3246,2014.04,신영영화박물관,0
3247,2014.04,아프리카박물관,0
3248,2014.04,여미지식물원,0
3249,2014.04,이중섭미술관,18982
3250,2014.04,익스트림 아일랜드,0
3251,2014.04,일출랜드,66808
3252,2014.04,정방폭포,68820
3253,2014.04,제주민속촌박물관,0
3254,2014.04,제주조각공원,1246
3255,2014.04,제주추사관,8265
3256,2014.04,중문주상절리대,150329
3257,2014.04,천제연폭포,57080
3258,2014.04,천지연폭포,159043
3259,2014.04,카멜리아힐,0
3260,2014.04,테디베어뮤지엄,16874
3261,2014.04,퍼시픽랜드,0
3262,2014.04,아쿠아플라넷,112590
3263,2014.04,화락원,0
3264,2014.05,(주)제주미니미니랜드,0
3265,2014.05,국립제주박물관,27494
3266,2014.05,도립미술관,5960
3267,2014.05,만장굴관광지,43790
3268,2014.05,목석원,0
3269,2014.05,민속자연사박물관,20216
3270,2014.05,비자림,53109
3271,2014.05,산굼부리,0
3272,2014.05,삼성혈,0
3273,2014.05,삼양선사유적지,3478
3274,2014.05,생각하는 정원,0
3275,2014.05,절물자연휴양림,54888
3276,2014.05,제주도립 김창열미술관,0
3277,2014.05,제주돌문화공원,7811
3278,2014.05,제주러브랜드,0
3279,2014.05,제주목관아지,18522
3280,2014.05,제주별빛누리공원,7481
3281,2014.05,제주항일기념관,10596
3282,2014.05,한라산국립공원,105826
3283,2014.05,한림공원,0
3284,2014.05,항몽 유적지,4096
3285,2014.05,해녀 박물관,6837
3286,2014.05,감귤박물관,4044
3287,2014.05,기당미술관,640
3288,2014.05,마라해양도립공원,29756
3289,2014.05,박물관은살아있다,0
3290,2014.05,산방산,60880
3291,2014.05,서귀포도립해양공원,17363
3292,2014.05,서귀포자연휴양림,12329
3293,2014.05,서복전시관,2097
3294,2014.05,성산일출봉,122714
3295,2014.05,소리섬박물관,0
3296,2014.05,소인국테마파크,0
3297,2014.05,신영영화박물관,0
3298,2014.05,아프리카박물관,0
3299,2014.05,여미지식물원,0
3300,2014.05,이중섭미술관,16832
3301,2014.05,익스트림 아일랜드,0
3302,2014.05,일출랜드,29242
3303,2014.05,정방폭포,63906
3304,2014.05,제주민속촌박물관,0
3305,2014.05,제주조각공원,906
3306,2014.05,제주추사관,6058
3307,2014.05,중문주상절리대,92300
3308,2014.05,천제연폭포,49343
3309,2014.05,천지연폭포,115275
3310,2014.05,카멜리아힐,0
3311,2014.05,테디베어뮤지엄,19910
3312,2014.05,퍼시픽랜드,0
3313,2014.05,아쿠아플라넷,106102
3314,2014.05,화락원,0
3315,2014.06,(주)제주미니미니랜드,0
3316,2014.06,국립제주박물관,18451
3317,2014.06,도립미술관,6902
3318,2014.06,만장굴관광지,48442
3319,2014.06,목석원,0
3320,2014.06,민속자연사박물관,17417
3321,2014.06,비자림,49316
3322,2014.06,산굼부리,0
3323,2014.06,삼성혈,0
3324,2014.06,삼양선사유적지,3593
3325,2014.06,생각하는 정원,0
3326,2014.06,절물자연휴양림,53833
3327,2014.06,제주도립 김창열미술관,0
3328,2014.06,제주돌문화공원,8692
3329,2014.06,제주러브랜드,0
3330,2014.06,제주목관아지,13224
3331,2014.06,제주별빛누리공원,5698
3332,2014.06,제주항일기념관,10853
3333,2014.06,한라산국립공원,93486
3334,2014.06,한림공원,0
3335,2014.06,항몽 유적지,4500
3336,2014.06,해녀 박물관,5985
3337,2014.06,감귤박물관,4086
3338,2014.06,기당미술관,641
3339,2014.06,마라해양도립공원,25797
3340,2014.06,박물관은살아있다,0
3341,2014.06,산방산,47472
3342,2014.06,서귀포도립해양공원,15933
3343,2014.06,서귀포자연휴양림,11003
3344,2014.06,서복전시관,1919
3345,2014.06,성산일출봉,136592
3346,2014.06,소리섬박물관,0
3347,2014.06,소인국테마파크,0
3348,2014.06,신영영화박물관,0
3349,2014.06,아프리카박물관,0
3350,2014.06,여미지식물원,0
3351,2014.06,이중섭미술관,18532
3352,2014.06,익스트림 아일랜드,0
3353,2014.06,일출랜드,21485
3354,2014.06,정방폭포,60579
3355,2014.06,제주민속촌박물관,0
3356,2014.06,제주조각공원,685
3357,2014.06,제주추사관,5081
3358,2014.06,중문주상절리대,85905
3359,2014.06,천제연폭포,47085
3360,2014.06,천지연폭포,107336
3361,2014.06,카멜리아힐,0
3362,2014.06,테디베어뮤지엄,18968
3363,2014.06,퍼시픽랜드,0
3364,2014.06,아쿠아플라넷,105148
3365,2014.06,화락원,0
3366,2014.07,(주)제주미니미니랜드,0
3367,2014.07,국립제주박물관,22840
3368,2014.07,도립미술관,9906
3369,2014.07,만장굴관광지,60459
3370,2014.07,목석원,0
3371,2014.07,민속자연사박물관,17959
3372,2014.07,비자림,52667
3373,2014.07,산굼부리,0
3374,2014.07,삼성혈,0
3375,2014.07,삼양선사유적지,3043
3376,2014.07,생각하는 정원,0
3377,2014.07,절물자연휴양림,48927
3378,2014.07,제주도립 김창열미술관,0
3379,2014.07,제주돌문화공원,7330
3380,2014.07,제주러브랜드,0
3381,2014.07,제주목관아지,13725
3382,2014.07,제주별빛누리공원,5569
3383,2014.07,제주항일기념관,10318
3384,2014.07,한라산국립공원,67778
3385,2014.07,한림공원,0
3386,2014.07,항몽 유적지,4371
3387,2014.07,해녀 박물관,5946
3388,2014.07,감귤박물관,2600
3389,2014.07,기당미술관,995
3390,2014.07,마라해양도립공원,21812
3391,2014.07,박물관은살아있다,0
3392,2014.07,산방산,32456
3393,2014.07,서귀포도립해양공원,13599
3394,2014.07,서귀포자연휴양림,14673
3395,2014.07,서복전시관,1602
3396,2014.07,성산일출봉,110571
3397,2014.07,소리섬박물관,0
3398,2014.07,소인국테마파크,0
3399,2014.07,신영영화박물관,0
3400,2014.07,아프리카박물관,0
3401,2014.07,여미지식물원,0
3402,2014.07,이중섭미술관,25599
3403,2014.07,익스트림 아일랜드,0
3404,2014.07,일출랜드,15269
3405,2014.07,정방폭포,62299
3406,2014.07,제주민속촌박물관,0
3407,2014.07,제주조각공원,0
3408,2014.07,제주추사관,5226
3409,2014.07,중문주상절리대,78978
3410,2014.07,천제연폭포,45658
3411,2014.07,천지연폭포,107041
3412,2014.07,카멜리아힐,0
3413,2014.07,테디베어뮤지엄,0
3414,2014.07,퍼시픽랜드,0
3415,2014.07,아쿠아플라넷,117529
3416,2014.07,화락원,0
3417,2014.08,(주)제주미니미니랜드,0
3418,2014.08,국립제주박물관,38880
3419,2014.08,도립미술관,9611
3420,2014.08,만장굴관광지,77413
3421,2014.08,목석원,0
3422,2014.08,민속자연사박물관,29037
3423,2014.08,비자림,63977
3424,2014.08,산굼부리,0
3425,2014.08,삼성혈,0
3426,2014.08,삼양선사유적지,2821
3427,2014.08,생각하는 정원,0
3428,2014.08,절물자연휴양림,53250
3429,2014.08,제주도립 김창열미술관,0
3430,2014.08,제주돌문화공원,29295
3431,2014.08,제주러브랜드,0
3432,2014.08,제주목관아지,9231
3433,2014.08,제주별빛누리공원,7722
3434,2014.08,제주항일기념관,11358
3435,2014.08,한라산국립공원,77866
3436,2014.08,한림공원,0
3437,2014.08,항몽 유적지,5248
3438,2014.08,해녀 박물관,7361
3439,2014.08,감귤박물관,3879
3440,2014.08,기당미술관,663
3441,2014.08,마라해양도립공원,29301
3442,2014.08,박물관은살아있다,0
3443,2014.08,산방산,32305
3444,2014.08,서귀포도립해양공원,16112
3445,2014.08,서귀포자연휴양림,15657
3446,2014.08,서복전시관,1757
3447,2014.08,성산일출봉,127533
3448,2014.08,소리섬박물관,0
3449,2014.08,소인국테마파크,0
3450,2014.08,신영영화박물관,0
3451,2014.08,아프리카박물관,0
3452,2014.08,여미지식물원,0
3453,2014.08,이중섭미술관,28967
3454,2014.08,익스트림 아일랜드,0
3455,2014.08,일출랜드,20695
3456,2014.08,정방폭포,79005
3457,2014.08,제주민속촌박물관,0
3458,2014.08,제주조각공원,0
3459,2014.08,제주추사관,6229
3460,2014.08,중문주상절리대,109614
3461,2014.08,천제연폭포,66249
3462,2014.08,천지연폭포,153284
3463,2014.08,카멜리아힐,0
3464,2014.08,테디베어뮤지엄,0
3465,2014.08,퍼시픽랜드,0
3466,2014.08,아쿠아플라넷,148844
3467,2014.08,화락원,0
3468,2014.09,(주)제주미니미니랜드,0
3469,2014.09,국립제주박물관,22004
3470,2014.09,도립미술관,6186
3471,2014.09,만장굴관광지,52491
3472,2014.09,목석원,0
3473,2014.09,민속자연사박물관,28103
3474,2014.09,비자림,56753
3475,2014.09,산굼부리,0
3476,2014.09,삼성혈,0
3477,2014.09,삼양선사유적지,2913
3478,2014.09,생각하는 정원,0
3479,2014.09,절물자연휴양림,57000
3480,2014.09,제주도립 김창열미술관,0
3481,2014.09,제주돌문화공원,17030
3482,2014.09,제주러브랜드,0
3483,2014.09,제주목관아지,10589
3484,2014.09,제주별빛누리공원,8307
3485,2014.09,제주항일기념관,10168
3486,2014.09,한라산국립공원,95064
3487,2014.09,한림공원,0
3488,2014.09,항몽 유적지,5414
3489,2014.09,해녀 박물관,5752
3490,2014.09,감귤박물관,2967
3491,2014.09,기당미술관,373
3492,2014.09,마라해양도립공원,21262
3493,2014.09,박물관은살아있다,0
3494,2014.09,산방산,33279
3495,2014.09,서귀포도립해양공원,16049
3496,2014.09,서귀포자연휴양림,13447
3497,2014.09,서복전시관,1287
3498,2014.09,성산일출봉,127885
3499,2014.09,소리섬박물관,0
3500,2014.09,소인국테마파크,0
3501,2014.09,신영영화박물관,0
3502,2014.09,아프리카박물관,0
3503,2014.09,여미지식물원,0
3504,2014.09,이중섭미술관,17854
3505,2014.09,익스트림 아일랜드,0
3506,2014.09,일출랜드,25681
3507,2014.09,정방폭포,61225
3508,2014.09,제주민속촌박물관,0
3509,2014.09,제주조각공원,0
3510,2014.09,제주추사관,5833
3511,2014.09,중문주상절리대,103659
3512,2014.09,천제연폭포,50192
3513,2014.09,천지연폭포,118349
3514,2014.09,카멜리아힐,0
3515,2014.09,테디베어뮤지엄,0
3516,2014.09,퍼시픽랜드,0
3517,2014.09,아쿠아플라넷,101627
3518,2014.09,화락원,0
3519,2014.1,(주)제주미니미니랜드,0
3520,2014.1,국립제주박물관,43071
3521,2014.1,도립미술관,10464
3522,2014.1,만장굴관광지,53624
3523,2014.1,목석원,0
3524,2014.1,민속자연사박물관,54010
3525,2014.1,비자림,57143
3526,2014.1,산굼부리,0
3527,2014.1,삼성혈,0
3528,2014.1,삼양선사유적지,2730
3529,2014.1,생각하는 정원,0
3530,2014.1,절물자연휴양림,65712
3531,2014.1,제주도립 김창열미술관,0
3532,2014.1,제주돌문화공원,55972
3533,2014.1,제주러브랜드,0
3534,2014.1,제주목관아지,15327
3535,2014.1,제주별빛누리공원,9731
3536,2014.1,제주항일기념관,12615
3537,2014.1,한라산국립공원,133509
3538,2014.1,한림공원,0
3539,2014.1,항몽 유적지,6336
3540,2014.1,해녀 박물관,33030
3541,2014.1,감귤박물관,4025
3542,2014.1,기당미술관,522
3543,2014.1,마라해양도립공원,34273
3544,2014.1,박물관은살아있다,0
3545,2014.1,산방산,50586
3546,2014.1,서귀포도립해양공원,17725
3547,2014.1,서귀포자연휴양림,42836
3548,2014.1,서복전시관,2581
3549,2014.1,성산일출봉,167955
3550,2014.1,소리섬박물관,0
3551,2014.1,소인국테마파크,0
3552,2014.1,신영영화박물관,0
3553,2014.1,아프리카박물관,0
3554,2014.1,여미지식물원,0
3555,2014.1,이중섭미술관,21365
3556,2014.1,익스트림 아일랜드,0
3557,2014.1,일출랜드,44947
3558,2014.1,정방폭포,68822
3559,2014.1,제주민속촌박물관,0
3560,2014.1,제주조각공원,0
3561,2014.1,제주추사관,9880
3562,2014.1,중문주상절리대,153554
3563,2014.1,천제연폭포,57944
3564,2014.1,천지연폭포,142727
3565,2014.1,카멜리아힐,0
3566,2014.1,테디베어뮤지엄,0
3567,2014.1,퍼시픽랜드,0
3568,2014.1,아쿠아플라넷,105329
3569,2014.1,화락원,0
3570,2014.11,(주)제주미니미니랜드,0
3571,2014.11,국립제주박물관,42865
3572,2014.11,도립미술관,8074
3573,2014.11,만장굴관광지,35997
3574,2014.11,목석원,0
3575,2014.11,민속자연사박물관,60950
3576,2014.11,비자림,43246
3577,2014.11,산굼부리,0
3578,2014.11,삼성혈,0
3579,2014.11,삼양선사유적지,2238
3580,2014.11,생각하는 정원,0
3581,2014.11,절물자연휴양림,43773
3582,2014.11,제주도립 김창열미술관,0
3583,2014.11,제주돌문화공원,30644
3584,2014.11,제주러브랜드,0
3585,2014.11,제주목관아지,8330
3586,2014.11,제주별빛누리공원,6302
3587,2014.11,제주항일기념관,11476
3588,2014.11,한라산국립공원,105697
3589,2014.11,한림공원,0
3590,2014.11,항몽 유적지,3163
3591,2014.11,해녀 박물관,5492
3592,2014.11,감귤박물관,5301
3593,2014.11,기당미술관,695
3594,2014.11,마라해양도립공원,32494
3595,2014.11,박물관은살아있다,0
3596,2014.11,산방산,23779
3597,2014.11,서귀포도립해양공원,15640
3598,2014.11,서귀포자연휴양림,14256
3599,2014.11,서복전시관,2651
3600,2014.11,성산일출봉,117826
3601,2014.11,소리섬박물관,0
3602,2014.11,소인국테마파크,0
3603,2014.11,신영영화박물관,0
3604,2014.11,아프리카박물관,0
3605,2014.11,여미지식물원,0
3606,2014.11,이중섭미술관,16733
3607,2014.11,익스트림 아일랜드,0
3608,2014.11,일출랜드,30928
3609,2014.11,정방폭포,51932
3610,2014.11,제주민속촌박물관,0
3611,2014.11,제주조각공원,0
3612,2014.11,제주추사관,7249
3613,2014.11,중문주상절리대,125743
3614,2014.11,천제연폭포,42031
3615,2014.11,천지연폭포,105575
3616,2014.11,카멜리아힐,0
3617,2014.11,테디베어뮤지엄,0
3618,2014.11,퍼시픽랜드,0
3619,2014.11,아쿠아플라넷,108029
3620,2014.11,화락원,0
3621,2014.12,(주)제주미니미니랜드,0
3622,2014.12,국립제주박물관,21607
3623,2014.12,도립미술관,6895
3624,2014.12,만장굴관광지,35794
3625,2014.12,목석원,0
3626,2014.12,민속자연사박물관,45780
3627,2014.12,비자림,26256
3628,2014.12,산굼부리,0
3629,2014.12,삼성혈,0
3630,2014.12,삼양선사유적지,2209
3631,2014.12,생각하는 정원,0
3632,2014.12,절물자연휴양림,19198
3633,2014.12,제주도립 김창열미술관,0
3634,2014.12,제주돌문화공원,16453
3635,2014.12,제주러브랜드,0
3636,2014.12,제주목관아지,5071
3637,2014.12,제주별빛누리공원,5264
3638,2014.12,제주항일기념관,7190
3639,2014.12,한라산국립공원,82064
3640,2014.12,한림공원,0
3641,2014.12,항몽 유적지,2058
3642,2014.12,해녀 박물관,0
3643,2014.12,감귤박물관,3267
3644,2014.12,기당미술관,1661
3645,2014.12,마라해양도립공원,19896
3646,2014.12,박물관은살아있다,0
3647,2014.12,산방산,9275
3648,2014.12,서귀포도립해양공원,10063
3649,2014.12,서귀포자연휴양림,3058
3650,2014.12,서복전시관,1783
3651,2014.12,성산일출봉,113774
3652,2014.12,소리섬박물관,0
3653,2014.12,소인국테마파크,0
3654,2014.12,신영영화박물관,0
3655,2014.12,아프리카박물관,0
3656,2014.12,여미지식물원,0
3657,2014.12,이중섭미술관,16323
3658,2014.12,익스트림 아일랜드,0
3659,2014.12,일출랜드,16304
3660,2014.12,정방폭포,34249
3661,2014.12,제주민속촌박물관,0
3662,2014.12,제주조각공원,0
3663,2014.12,제주추사관,6445
3664,2014.12,중문주상절리대,94506
3665,2014.12,천제연폭포,32125
3666,2014.12,천지연폭포,67837
3667,2014.12,카멜리아힐,0
3668,2014.12,테디베어뮤지엄,0
3669,2014.12,퍼시픽랜드,0
3670,2014.12,아쿠아플라넷,71598
3671,2014.12,화락원,0
3672,2015.01,(주)제주미니미니랜드,0
3673,2015.01,국립제주박물관,35260
3674,2015.01,도립미술관,9522
3675,2015.01,만장굴관광지,51849
3676,2015.01,목석원,0
3677,2015.01,민속자연사박물관,23298
3678,2015.01,비자림,38412
3679,2015.01,산굼부리,0
3680,2015.01,삼성혈,0
3681,2015.01,삼양선사유적지,2856
3682,2015.01,생각하는 정원,0
3683,2015.01,절물자연휴양림,28561
3684,2015.01,제주도립 김창열미술관,0
3685,2015.01,제주돌문화공원,9436
3686,2015.01,제주러브랜드,0
3687,2015.01,제주목관아지,5851
3688,2015.01,제주별빛누리공원,6529
3689,2015.01,제주항일기념관,9523
3690,2015.01,한라산국립공원,132372
3691,2015.01,한림공원,0
3692,2015.01,항몽 유적지,2296
3693,2015.01,해녀 박물관,0
3694,2015.01,감귤박물관,6182
3695,2015.01,기당미술관,654
3696,2015.01,마라해양도립공원,33141
3697,2015.01,박물관은살아있다,0
3698,2015.01,산방산,29928
3699,2015.01,서귀포도립해양공원,14088
3700,2015.01,서귀포자연휴양림,4922
3701,2015.01,서복전시관,2586
3702,2015.01,성산일출봉,131569
3703,2015.01,소리섬박물관,0
3704,2015.01,소인국테마파크,0
3705,2015.01,신영영화박물관,0
3706,2015.01,아프리카박물관,0
3707,2015.01,여미지식물원,0
3708,2015.01,이중섭미술관,25374
3709,2015.01,익스트림 아일랜드,0
3710,2015.01,일출랜드,19382
3711,2015.01,정방폭포,49901
3712,2015.01,제주민속촌박물관,0
3713,2015.01,제주조각공원,0
3714,2015.01,제주추사관,5690
3715,2015.01,중문주상절리대,109214
3716,2015.01,천제연폭포,44000
3717,2015.01,천지연폭포,96180
3718,2015.01,카멜리아힐,0
3719,2015.01,테디베어뮤지엄,0
3720,2015.01,퍼시픽랜드,0
3721,2015.01,아쿠아플라넷,91058
3722,2015.01,화락원,0
3723,2015.02,(주)제주미니미니랜드,0
3724,2015.02,국립제주박물관,30870
3725,2015.02,도립미술관,6170
3726,2015.02,만장굴관광지,43006
3727,2015.02,목석원,0
3728,2015.02,민속자연사박물관,20557
3729,2015.02,비자림,31526
3730,2015.02,산굼부리,0
3731,2015.02,삼성혈,0
3732,2015.02,삼양선사유적지,2895
3733,2015.02,생각하는 정원,0
3734,2015.02,절물자연휴양림,22181
3735,2015.02,제주도립 김창열미술관,0
3736,2015.02,제주돌문화공원,7825
3737,2015.02,제주러브랜드,0
3738,2015.02,제주목관아지,8736
3739,2015.02,제주별빛누리공원,5162
3740,2015.02,제주항일기념관,8495
3741,2015.02,한라산국립공원,83797
3742,2015.02,한림공원,0
3743,2015.02,항몽 유적지,1831
3744,2015.02,해녀 박물관,0
3745,2015.02,감귤박물관,4749
3746,2015.02,기당미술관,569
3747,2015.02,마라해양도립공원,28809
3748,2015.02,박물관은살아있다,0
3749,2015.02,산방산,37213
3750,2015.02,서귀포도립해양공원,11030
3751,2015.02,서귀포자연휴양림,4161
3752,2015.02,서복전시관,2012
3753,2015.02,성산일출봉,114212
3754,2015.02,소리섬박물관,0
3755,2015.02,소인국테마파크,0
3756,2015.02,신영영화박물관,0
3757,2015.02,아프리카박물관,0
3758,2015.02,여미지식물원,0
3759,2015.02,이중섭미술관,19091
3760,2015.02,익스트림 아일랜드,0
3761,2015.02,일출랜드,14008
3762,2015.02,정방폭포,41244
3763,2015.02,제주민속촌박물관,0
3764,2015.02,제주조각공원,0
3765,2015.02,제주추사관,4666
3766,2015.02,중문주상절리대,91444
3767,2015.02,천제연폭포,37674
3768,2015.02,천지연폭포,85312
3769,2015.02,카멜리아힐,0
3770,2015.02,테디베어뮤지엄,0
3771,2015.02,퍼시픽랜드,0
3772,2015.02,아쿠아플라넷,82064
3773,2015.02,화락원,0
3774,2015.03,(주)제주미니미니랜드,0
3775,2015.03,국립제주박물관,21959
3776,2015.03,도립미술관,5078
3777,2015.03,만장굴관광지,36225
3778,2015.03,목석원,0
3779,2015.03,민속자연사박물관,33556
3780,2015.03,비자림,43271
3781,2015.03,산굼부리,0
3782,2015.03,삼성혈,0
3783,2015.03,삼양선사유적지,3995
3784,2015.03,생각하는 정원,0
3785,2015.03,절물자연휴양림,42559
3786,2015.03,제주도립 김창열미술관,0
3787,2015.03,제주돌문화공원,10067
3788,2015.03,제주러브랜드,0
3789,2015.03,제주목관아지,8897
3790,2015.03,제주별빛누리공원,6359
3791,2015.03,제주항일기념관,14152
3792,2015.03,한라산국립공원,62780
3793,2015.03,한림공원,0
3794,2015.03,항몽 유적지,4045
3795,2015.03,해녀 박물관,4803
3796,2015.03,감귤박물관,4369
3797,2015.03,기당미술관,793
3798,2015.03,마라해양도립공원,41343
3799,2015.03,박물관은살아있다,0
3800,2015.03,산방산,55261
3801,2015.03,서귀포도립해양공원,15802
3802,2015.03,서귀포자연휴양림,7394
3803,2015.03,서복전시관,3087
3804,2015.03,성산일출봉,128152
3805,2015.03,소리섬박물관,0
3806,2015.03,소인국테마파크,0
3807,2015.03,신영영화박물관,0
3808,2015.03,아프리카박물관,0
3809,2015.03,여미지식물원,0
3810,2015.03,이중섭미술관,14555
3811,2015.03,익스트림 아일랜드,0
3812,2015.03,일출랜드,31669
3813,2015.03,정방폭포,51738
3814,2015.03,제주민속촌박물관,0
3815,2015.03,제주조각공원,0
3816,2015.03,제주추사관,4719
3817,2015.03,중문주상절리대,102450
3818,2015.03,천제연폭포,44723
3819,2015.03,천지연폭포,111544
3820,2015.03,카멜리아힐,0
3821,2015.03,테디베어뮤지엄,0
3822,2015.03,퍼시픽랜드,0
3823,2015.03,아쿠아플라넷,74649
3824,2015.03,화락원,0
3825,2015.04,(주)제주미니미니랜드,0
3826,2015.04,국립제주박물관,32732
3827,2015.04,도립미술관,7170
3828,2015.04,만장굴관광지,50608
3829,2015.04,목석원,0
3830,2015.04,민속자연사박물관,59881
3831,2015.04,비자림,58448
3832,2015.04,산굼부리,0
3833,2015.04,삼성혈,0
3834,2015.04,삼양선사유적지,4052
3835,2015.04,생각하는 정원,0
3836,2015.04,절물자연휴양림,58126
3837,2015.04,제주도립 김창열미술관,0
3838,2015.04,제주돌문화공원,16582
3839,2015.04,제주러브랜드,0
3840,2015.04,제주목관아지,12881
3841,2015.04,제주별빛누리공원,6627
3842,2015.04,제주항일기념관,14103
3843,2015.04,한라산국립공원,90967
3844,2015.04,한림공원,0
3845,2015.04,항몽 유적지,5137
3846,2015.04,해녀 박물관,9364
3847,2015.04,감귤박물관,6109
3848,2015.04,기당미술관,0
3849,2015.04,마라해양도립공원,51218
3850,2015.04,박물관은살아있다,0
3851,2015.04,산방산,59231
3852,2015.04,서귀포도립해양공원,20275
3853,2015.04,서귀포자연휴양림,10299
3854,2015.04,서복전시관,3336
3855,2015.04,성산일출봉,169543
3856,2015.04,소리섬박물관,0
3857,2015.04,소인국테마파크,0
3858,2015.04,신영영화박물관,0
3859,2015.04,아프리카박물관,0
3860,2015.04,여미지식물원,0
3861,2015.04,이중섭미술관,18740
3862,2015.04,익스트림 아일랜드,0
3863,2015.04,일출랜드,51711
3864,2015.04,정방폭포,67370
3865,2015.04,제주민속촌박물관,0
3866,2015.04,제주조각공원,0
3867,2015.04,제주추사관,7264
3868,2015.04,중문주상절리대,150962
3869,2015.04,천제연폭포,56155
3870,2015.04,천지연폭포,152318
3871,2015.04,카멜리아힐,0
3872,2015.04,테디베어뮤지엄,0
3873,2015.04,퍼시픽랜드,0
3874,2015.04,아쿠아플라넷,106946
3875,2015.04,화락원,0
3876,2015.05,(주)제주미니미니랜드,0
3877,2015.05,국립제주박물관,36713
3878,2015.05,도립미술관,11560
3879,2015.05,만장굴관광지,63091
3880,2015.05,목석원,0
3881,2015.05,민속자연사박물관,20216
3882,2015.05,비자림,76823
3883,2015.05,산굼부리,0
3884,2015.05,삼성혈,0
3885,2015.05,삼양선사유적지,3743
3886,2015.05,생각하는 정원,0
3887,2015.05,절물자연휴양림,73267
3888,2015.05,제주도립 김창열미술관,0
3889,2015.05,제주돌문화공원,38502
3890,2015.05,제주러브랜드,0
3891,2015.05,제주목관아지,20800
3892,2015.05,제주별빛누리공원,12166
3893,2015.05,제주항일기념관,13605
3894,2015.05,한라산국립공원,129088
3895,2015.05,한림공원,0
3896,2015.05,항몽 유적지,9071
3897,2015.05,해녀 박물관,8639
3898,2015.05,감귤박물관,6451
3899,2015.05,기당미술관,586
3900,2015.05,마라해양도립공원,55600
3901,2015.05,박물관은살아있다,0
3902,2015.05,산방산,78206
3903,2015.05,서귀포도립해양공원,20628
3904,2015.05,서귀포자연휴양림,15787
3905,2015.05,서복전시관,3627
3906,2015.05,성산일출봉,206562
3907,2015.05,소리섬박물관,0
3908,2015.05,소인국테마파크,0
3909,2015.05,신영영화박물관,0
3910,2015.05,아프리카박물관,0
3911,2015.05,여미지식물원,0
3912,2015.05,이중섭미술관,22236
3913,2015.05,익스트림 아일랜드,0
3914,2015.05,일출랜드,43589
3915,2015.05,정방폭포,94510
3916,2015.05,제주민속촌박물관,0
3917,2015.05,제주조각공원,0
3918,2015.05,제주추사관,9467
3919,2015.05,중문주상절리대,166307
3920,2015.05,천제연폭포,69010
3921,2015.05,천지연폭포,181615
3922,2015.05,카멜리아힐,0
3923,2015.05,테디베어뮤지엄,0
3924,2015.05,퍼시픽랜드,0
3925,2015.05,아쿠아플라넷,111214
3926,2015.05,화락원,0
3927,2015.06,(주)제주미니미니랜드,0
3928,2015.06,국립제주박물관,19769
3929,2015.06,도립미술관,6334
3930,2015.06,만장굴관광지,47477
3931,2015.06,목석원,0
3932,2015.06,민속자연사박물관,17417
3933,2015.06,비자림,56113
3934,2015.06,산굼부리,0
3935,2015.06,삼성혈,0
3936,2015.06,삼양선사유적지,3253
3937,2015.06,생각하는 정원,0
3938,2015.06,절물자연휴양림,44480
3939,2015.06,제주도립 김창열미술관,0
3940,2015.06,제주돌문화공원,11249
3941,2015.06,제주러브랜드,0
